species,item,ability,type1,type2,move1,move2,move3,move4,won,strategy
Xatu,Leftovers,Magic Bounce,Psychic,Flying,Psychic,Roost,Calm Mind,Heat Wave,false,random
Conkeldurr,Flame Orb,Guts,Fighting,,Knock Off,Drain Punch,Ice Punch,Bulk Up,false,random
Dragalge,Choice Specs,Adaptability,Poison,Dragon,Draco Meteor,Focus Blast,Sludge Wave,Hidden Power Fire,false,random
Toxicroak,Black Sludge,Dry Skin,Poison,Fighting,Swords Dance,Substitute,Drain Punch,Ice Punch,true,best
Spiritomb,Leftovers,Infiltrator,Ghost,Dark,Dark Pulse,Will-O-Wisp,Psychic,Shadow Sneak,true,best
Chatot,Leftovers,Tangled Feet,Normal,Flying,Chatter,Substitute,Nasty Plot,Boomburst,true,best
Salamence,Salamencite,Intimidate,Dragon,Flying,Earthquake,Return,Dragon Dance,Roost,true,best
Primeape,Life Orb,Vital Spirit,Fighting,,Encore,Ice Punch,Stone Edge,Close Combat,true,best
Walrein,Leftovers,Thick Fat,Ice,Water,Ice Beam,Toxic,Surf,Protect,true,best
Drapion,Focus Sash,Sniper,Poison,Dark,Poison Jab,Swords Dance,Earthquake,Knock Off,false,random
Rotom-Mow,Choice Specs,Levitate,Electric,Grass,Thunderbolt,Volt Switch,Hidden Power Fire,Leaf Storm,false,random
Swampert,Swampertite,Damp,Water,Ground,Ice Punch,Rain Dance,Earthquake,Waterfall,false,random
Sandslash,Leftovers,Sand Rush,Ground,,Knock Off,Stealth Rock,Toxic,Earthquake,false,random
Glaceon,Leftovers,Snow Cloak,Ice,,Protect,Shadow Ball,Wish,Ice Beam,false,random
Ferrothorn,Leftovers,Iron Barbs,Grass,Steel,Gyro Ball,Spikes,Leech Seed,Power Whip,false,random
Sylveon,Leftovers,Pixilate,Fairy,,Wish,Protect,Psyshock,Hyper Voice,true,random
Lapras,Leftovers,Water Absorb,Water,Ice,Toxic,Ice Beam,Substitute,Hydro Pump,true,random
Blaziken,Blazikenite,Speed Boost,Fire,Fighting,Flare Blitz,High Jump Kick,Protect,Stone Edge,true,random
Mew,Leftovers,Synchronize,Psychic,,Will-O-Wisp,Knock Off,Psyshock,Aura Sphere,true,random
Mienshao,Choice Scarf,Regenerator,Fighting,,High Jump Kick,Poison Jab,Stone Edge,Knock Off,true,random
Stantler,Life Orb,Intimidate,Normal,,Earthquake,Sucker Punch,Double-Edge,Jump Kick,true,random
Eelektross,Assault Vest,Levitate,Electric,,Giga Drain,Hidden Power Ice,Knock Off,Thunderbolt,false,best
Landorus-Therian,Leftovers,Intimidate,Ground,Flying,Swords Dance,Earthquake,Superpower,Rock Polish,false,best
Lumineon,Leftovers,Storm Drain,Water,,Toxic,U-turn,Ice Beam,Scald,false,best
Mienshao,Life Orb,Regenerator,Fighting,,High Jump Kick,Swords Dance,Poison Jab,Knock Off,false,best
Pidgeot,Pidgeotite,Big Pecks,Normal,Flying,Roost,Heat Wave,U-turn,Hurricane,false,best
Purugly,Life Orb,Thick Fat,Normal,,U-turn,Fake Out,Return,Knock Off,false,best
Scyther,Eviolite,Technician,Bug,Flying,Quick Attack,Swords Dance,Brick Break,Bug Bite,true,best
Infernape,Life Orb,Blaze,Fire,Fighting,Nasty Plot,Vacuum Wave,Grass Knot,Close Combat,true,best
Registeel,Leftovers,Clear Body,Steel,,Iron Head,Rest,Sleep Talk,Toxic,true,best
Victreebel,Life Orb,Chlorophyll,Grass,Poison,Sunny Day,Sleep Powder,Sludge Bomb,Weather Ball,true,best
Lunatone,Leftovers,Levitate,Rock,Psychic,Moonlight,Toxic,Stealth Rock,Ancient Power,true,best
Scizor,Scizorite,Light Metal,Bug,Steel,Swords Dance,Superpower,Bug Bite,Bullet Punch,true,best
Forretress,Leftovers,Sturdy,Bug,Steel,Gyro Ball,Spikes,Volt Switch,Toxic,false,random
Ferrothorn,Leftovers,Iron Barbs,Grass,Steel,Gyro Ball,Power Whip,Stealth Rock,Spikes,false,random
Mightyena,Life Orb,Moxie,Dark,,Play Rough,Iron Tail,Sucker Punch,Crunch,false,random
Mismagius,Leftovers,Levitate,Ghost,,Shadow Ball,Substitute,Pain Split,Dazzling Gleam,false,random
Gengar,Gengarite,Levitate,Ghost,Poison,Sludge Wave,Destiny Bond,Shadow Ball,Protect,false,random
Cacturne,Life Orb,Water Absorb,Grass,Dark,Seed Bomb,Sucker Punch,Swords Dance,Drain Punch,false,random
Cloyster,Focus Sash,Skill Link,Water,Ice,Icicle Spear,Ice Shard,Rapid Spin,Hydro Pump,true,best
Granbull,Life Orb,Intimidate,Fairy,,Earthquake,Play Rough,Crunch,Thunder Wave,true,best
Excadrill,Life Orb,Mold Breaker,Ground,Steel,Earthquake,Swords Dance,Rock Slide,Iron Head,true,best
Venomoth,Black Sludge,Tinted Lens,Bug,Poison,Substitute,Sludge Bomb,Sleep Powder,Bug Buzz,true,best
Audino,Audinite,Regenerator,Normal,,Wish,Calm Mind,Fire Blast,Dazzling Gleam,true,best
Wormadam-Sandy,Leftovers,Overcoat,Bug,Ground,Protect,Toxic,Earthquake,Stealth Rock,true,best
Suicune,Leftovers,Water Absorb,Water,,Calm Mind,Scald,Ice Beam,Hidden Power Grass,false,random
Vivillon-Jungle,Leftovers,Compound Eyes,Bug,Flying,Sleep Powder,Substitute,Hurricane,Energy Ball,false,random
Sudowoodo,Leftovers,Rock Head,Rock,,Stealth Rock,Wood Hammer,Toxic,Stone Edge,false,random
Bisharp,Assault Vest,Defiant,Dark,Steel,Sucker Punch,Knock Off,Low Kick,Iron Head,false,random
Ursaring,Toxic Orb,Guts,Normal,,Protect,Facade,Crunch,Close Combat,false,random
Leafeon,Leftovers,Chlorophyll,Grass,,Knock Off,Synthesis,Heal Bell,Leaf Blade,false,random
Lopunny,Lopunnite,Limber,Normal,,Fake Out,Ice Punch,Return,High Jump Kick,true,best
Jellicent,Leftovers,Water Absorb,Water,Ghost,Recover,Toxic,Shadow Ball,Scald,true,best
Umbreon,Leftovers,Synchronize,Dark,,Wish,Toxic,Heal Bell,Foul Play,true,best
Sandslash,Leftovers,Sand Rush,Ground,,Knock Off,Swords Dance,Earthquake,Rapid Spin,true,best
Venomoth,Black Sludge,Tinted Lens,Bug,Poison,Bug Buzz,Sludge Bomb,Sleep Powder,Substitute,true,best
Whiscash,Life Orb,Oblivious,Water,Ground,Dragon Dance,Waterfall,Earthquake,Zen Headbutt,true,best
Steelix,Steelixite,Sturdy,Steel,Ground,Earthquake,Heavy Slam,Roar,Toxic,false,random
Deoxys-Speed,Life Orb,Pressure,Psychic,,Magic Coat,Superpower,Knock Off,Psycho Boost,false,random
Wormadam-Trash,Leftovers,Overcoat,Bug,Steel,Stealth Rock,Flash Cannon,Toxic,Protect,false,random
Hitmonlee,Choice Scarf,Reckless,Fighting,,Poison Jab,Knock Off,High Jump Kick,Stone Edge,false,random
Mightyena,Life Orb,Moxie,Dark,,Iron Tail,Crunch,Sucker Punch,Play Rough,false,random
Rapidash,Life Orb,Flash Fire,Fire,,Wild Charge,Morning Sun,Drill Run,Flare Blitz,false,random
Reshiram,Leftovers,Turboblaze,Dragon,Fire,Draco Meteor,Roost,Toxic,Blue Flare,true,best
Drapion,Black Sludge,Sniper,Poison,Dark,Poison Jab,Swords Dance,Taunt,Knock Off,true,best
Heatmor,Life Orb,Flash Fire,Fire,,Giga Drain,Fire Blast,Knock Off,Focus Blast,true,best
Krookodile,Choice Scarf,Moxie,Ground,Dark,Earthquake,Knock Off,Superpower,Pursuit,true,best
Drifblim,Leftovers,Aftermath,Ghost,Flying,Destiny Bond,Hex,Substitute,Shadow Ball,true,best
Mesprit,Leftovers,Levitate,Psychic,,Signal Beam,Psyshock,Stealth Rock,Energy Ball,true,best
Ampharos,Focus Sash,Static,Electric,,Heal Bell,Thunderbolt,Light Screen,Hidden Power Ice,false,random
Serperior,Life Orb,Contrary,Grass,,Leech Seed,Leaf Storm,Dragon Pulse,Hidden Power Fire,false,random
Granbull,Life Orb,Intimidate,Fairy,,Play Rough,Crunch,Earthquake,Thunder Wave,false,random
Mandibuzz,Leftovers,Overcoat,Dark,Flying,Brave Bird,Roost,Toxic,Foul Play,false,random
Houndoom,Houndoominite,Flash Fire,Dark,Fire,Dark Pulse,Hidden Power Grass,Nasty Plot,Fire Blast,false,random
Luvdisc,Leftovers,Swift Swim,Water,,Ice Beam,Sweet Kiss,Toxic,Scald,false,random
Nidoqueen,Life Orb,Sheer Force,Poison,Ground,Stealth Rock,Ice Beam,Sludge Wave,Earth Power,true,best
Musharna,Leftovers,Synchronize,Psychic,,Thunder Wave,Heal Bell,Signal Beam,Psychic,true,best
Serperior,Leftovers,Contrary,Grass,,Substitute,Glare,Leaf Storm,Leech Seed,true,best
Accelgor,Leftovers,Sticky Hold,Bug,,Yawn,Spikes,Bug Buzz,Encore,true,best
Darmanitan,Life Orb,Sheer Force,Fire,,Rock Slide,Flare Blitz,Superpower,Earthquake,true,best
Ho-Oh,Leftovers,Regenerator,Fire,Flying,Roost,Substitute,Sacred Fire,Brave Bird,true,best
Talonflame,Sharp Beak,Gale Wings,Fire,Flying,Tailwind,Flare Blitz,Roost,Brave Bird,false,random
Blastoise,Leftovers,Torrent,Water,,Toxic,Ice Beam,Rapid Spin,Scald,false,random
Gogoat,Leftovers,Sap Sipper,Grass,,Horn Leech,Earthquake,Leech Seed,Substitute,false,random
Pelipper,Leftovers,Rain Dish,Water,Flying,U-turn,Scald,Roost,Knock Off,false,random
Meowstic-F,Life Orb,Competitive,Psychic,,Calm Mind,Thunderbolt,Psyshock,Shadow Ball,false,random
Absol,Absolite,Justified,Dark,,Sucker Punch,Superpower,Knock Off,Swords Dance,false,random
Typhlosion,Choice Scarf,Flash Fire,Fire,,Eruption,Hidden Power Grass,Extrasensory,Fire Blast,true,best
Quagsire,Leftovers,Unaware,Water,Ground,Scald,Recover,Toxic,Earthquake,true,best
Ho-Oh,Assault Vest,Regenerator,Fire,Flying,Brave Bird,Sacred Fire,Flame Charge,Earthquake,true,best
Torterra,Leftovers,Overgrow,Grass,Ground,Rock Polish,Earthquake,Synthesis,Wood Hammer,true,best
Delibird,Leftovers,Vital Spirit,Ice,Flying,Destiny Bond,Spikes,Icy Wind,Freeze-Dry,true,best
Audino,Audinite,Regenerator,Normal,,Protect,Fire Blast,Wish,Dazzling Gleam,true,best
Bisharp,Focus Sash,Defiant,Dark,Steel,Swords Dance,Sucker Punch,Knock Off,Iron Head,false,random
Fearow,Choice Band,Sniper,Normal,Flying,Pursuit,Double-Edge,U-turn,Drill Peck,false,random
Musharna,Leftovers,Synchronize,Psychic,,Signal Beam,Calm Mind,Heal Bell,Psychic,false,random
Illumise,Leftovers,Prankster,Bug,,Bug Buzz,Wish,U-turn,Thunder Wave,false,random
Porygon2,Eviolite,Trace,Normal,,Tri Attack,Toxic,Ice Beam,Recover,false,random
Heracross,Heracronite,Moxie,Bug,Fighting,Close Combat,Pin Missile,Swords Dance,Bullet Seed,false,random
Mantine,Leftovers,Water Absorb,Water,Flying,Scald,Rest,Air Slash,Sleep Talk,true,best
Dugtrio,Focus Sash,Arena Trap,Ground,,Reversal,Substitute,Earthquake,Stone Edge,true,best
Spiritomb,Leftovers,Infiltrator,Ghost,Dark,Psychic,Dark Pulse,Will-O-Wisp,Pursuit,true,best
Carnivine,Leftovers,Levitate,Grass,,Swords Dance,Knock Off,Power Whip,Sleep Powder,true,best
Electrode,Choice Specs,Static,Electric,,Volt Switch,Thunderbolt,Hidden Power Grass,Signal Beam,true,best
Haxorus,Lum Berry,Mold Breaker,Dragon,,Swords Dance,Outrage,Taunt,Poison Jab,true,best
Azelf,Life Orb,Levitate,Psychic,,Psyshock,Knock Off,Explosion,Dazzling Gleam,false,random
Steelix,Life Orb,Sheer Force,Steel,Ground,Iron Head,Toxic,Rock Slide,Earthquake,false,random
Krookodile,Choice Scarf,Moxie,Ground,Dark,Knock Off,Superpower,Stone Edge,Earthquake,false,random
Ampharos,Ampharosite,Static,Electric,,Volt Switch,Heal Bell,Thunderbolt,Dragon Pulse,false,random
Bouffalant,Leftovers,Reckless,Normal,,Earthquake,Superpower,Swords Dance,Head Charge,false,random
Heatmor,Life Orb,Flash Fire,Fire,,Sucker Punch,Giga Drain,Focus Blast,Fire Blast,false,random
Deoxys-Speed,Focus Sash,Pressure,Psychic,,Psycho Boost,Knock Off,Magic Coat,Spikes,true,best
Minun,Leftovers,Volt Absorb,Electric,,Hidden Power Ice,Substitute,Nasty Plot,Thunderbolt,true,best
Bouffalant,Leftovers,Sap Sipper,Normal,,Megahorn,Head Charge,Swords Dance,Earthquake,true,best
Mantine,Leftovers,Water Absorb,Water,Flying,Air Slash,Sleep Talk,Rest,Scald,true,best
Dragalge,Black Sludge,Adaptability,Poison,Dragon,Scald,Draco Meteor,Toxic Spikes,Sludge Wave,true,best
Hitmonlee,Leftovers,Reckless,Fighting,,Fake Out,Rapid Spin,Poison Jab,High Jump Kick,true,best
Terrakion,Leftovers,Justified,Rock,Fighting,Close Combat,Stone Edge,Swords Dance,Substitute,false,random
Crobat,Black Sludge,Infiltrator,Poison,Flying,Toxic,Roost,Brave Bird,Taunt,false,random
Cherrim,Life Orb,Flower Gift,Grass,,Energy Ball,Synthesis,Hidden Power Fire,Dazzling Gleam,false,random
Lugia,Leftovers,Multiscale,Psychic,Flying,Roost,Toxic,Substitute,Aeroblast,false,random
Drapion,Life Orb,Sniper,Poison,Dark,Pursuit,Whirlwind,Earthquake,Knock Off,false,random
Carracosta,Assault Vest,Sturdy,Water,Rock,Earthquake,Stone Edge,Hydro Pump,Aqua Jet,false,random
Throh,Leftovers,Mold Breaker,Fighting,,Storm Throw,Bulk Up,Ice Punch,Knock Off,true,random
Klinklang,Leftovers,Clear Body,Steel,,Substitute,Return,Gear Grind,Shift Gear,true,random
Clefable,Leftovers,Unaware,Fairy,,Thunder Wave,Fire Blast,Moonblast,Soft-Boiled,true,random
Cinccino,Choice Band,Skill Link,Normal,,Bullet Seed,Rock Blast,U-turn,Tail Slap,true,random
Wormadam,Leftovers,Overcoat,Bug,Grass,Giga Drain,Toxic,Synthesis,Protect,true,random
Escavalier,Leftovers,Swarm,Bug,Steel,Iron Head,Megahorn,Swords Dance,Drill Run,true,random
Hydreigon,Life Orb,Levitate,Dark,Dragon,Draco Meteor,Roost,Earth Power,Dark Pulse,false,best
Bastiodon,Air Balloon,Sturdy,Rock,Steel,Metal Burst,Toxic,Roar,Rock Blast,false,best
Phione,Leftovers,Hydration,Water,,Heal Bell,U-turn,Toxic,Scald,false,best
Pidgeot,Pidgeotite,Tangled Feet,Normal,Flying,Heat Wave,Defog,Roost,Hurricane,false,best
Malamar,Leftovers,Contrary,Dark,Psychic,Substitute,Knock Off,Psycho Cut,Superpower,false,best
Zekrom,Leftovers,Teravolt,Dragon,Electric,Dragon Claw,Substitute,Roost,Bolt Strike,false,best
Kingler,Focus Sash,Hyper Cutter,Water,,Swords Dance,Crabhammer,Agility,Knock Off,true,best
Gengar,Gengarite,Levitate,Ghost,Poison,Disable,Destiny Bond,Taunt,Shadow Ball,true,best
Blissey,Leftovers,Natural Cure,Normal,,Toxic,Soft-Boiled,Heal Bell,Seismic Toss,true,best
Garbodor,Black Sludge,Aftermath,Poison,,Toxic,Gunk Shot,Pain Split,Haze,true,best
Butterfree,Life Orb,Tinted Lens,Bug,Flying,Sleep Powder,Bug Buzz,Psychic,Energy Ball,true,best
Braviary,Leftovers,Defiant,Normal,Flying,Roost,Brave Bird,U-turn,Return,true,best
Castform,Focus Sash,Forecast,Normal,,Fire Blast,Thunderbolt,Blizzard,Hail,false,random
Mawile,Mawilite,Intimidate,Steel,Fairy,Sucker Punch,Play Rough,Swords Dance,Iron Head,false,random
Golduck,Leftovers,Cloud Nine,Water,,Scald,Substitute,Psyshock,Encore,false,random
Ninjask,Life Orb,Speed Boost,Bug,Flying,Swords Dance,Aerial Ace,X-Scissor,Night Slash,false,random
Emboar,Assault Vest,Reckless,Fire,Fighting,Head Smash,Grass Knot,Superpower,Flare Blitz,false,random
Giratina,Leftovers,Pressure,Ghost,Dragon,Sleep Talk,Roar,Shadow Ball,Rest,false,random
Exeggutor,Sitrus Berry,Harvest,Grass,Psychic,Leech Seed,Giga Drain,Hidden Power Fire,Psychic,true,best
Claydol,Leftovers,Levitate,Ground,Psychic,Stealth Rock,Earthquake,Toxic,Psychic,true,best
Palkia,Leftovers,Pressure,Water,Dragon,Dragon Tail,Hydro Pump,Thunder Wave,Fire Blast,true,best
Spiritomb,Leftovers,Infiltrator,Ghost,Dark,Will-O-Wisp,Calm Mind,Dark Pulse,Psychic,true,best
Beedrill,Beedrillite,Sniper,Bug,Poison,Poison Jab,Knock Off,Swords Dance,Drill Run,true,best
Rotom-Frost,Leftovers,Levitate,Electric,Ice,Thunderbolt,Pain Split,Blizzard,Substitute,true,best
Terrakion,Leftovers,Justified,Rock,Fighting,Swords Dance,Substitute,Close Combat,Stone Edge,false,random
Alomomola,Leftovers,Regenerator,Water,,Wish,Knock Off,Scald,Protect,false,random
Clefable,Life Orb,Magic Guard,Fairy,,Soft-Boiled,Fire Blast,Thunder Wave,Moonblast,false,random
Crawdaunt,Life Orb,Adaptability,Water,Dark,Crabhammer,Swords Dance,Aqua Jet,Knock Off,false,random
Maractus,Life Orb,Water Absorb,Grass,,Toxic,Sucker Punch,Hidden Power Fire,Giga Drain,false,random
Venomoth,Black Sludge,Tinted Lens,Bug,Poison,Sludge Bomb,Quiver Dance,Substitute,Bug Buzz,false,random
Latios,Choice Specs,Levitate,Dragon,Psychic,Draco Meteor,Surf,Psyshock,Hidden Power Fire,true,random
Zoroark,Life Orb,Illusion,Dark,,Focus Blast,Sludge Bomb,Nasty Plot,Dark Pulse,true,random
Tyranitar,Tyranitarite,Sand Stream,Rock,Dark,Crunch,Ice Punch,Earthquake,Stone Edge,true,random
Rotom-Frost,Leftovers,Levitate,Electric,Ice,Blizzard,Volt Switch,Pain Split,Thunderbolt,true,random
Whiscash,Life Orb,Oblivious,Water,Ground,Earthquake,Dragon Dance,Stone Edge,Waterfall,true,random
Jolteon,Choice Specs,Volt Absorb,Electric,,Shadow Ball,Thunderbolt,Volt Switch,Signal Beam,true,random
Blastoise,Leftovers,Torrent,Water,,Ice Beam,Dragon Tail,Toxic,Scald,false,best
Carracosta,White Herb,Sturdy,Water,Rock,Stone Edge,Shell Smash,Hydro Pump,Aqua Jet,false,best
Medicham,Medichamite,Pure Power,Fighting,Psychic,Fake Out,High Jump Kick,Thunder Punch,Zen Headbutt,false,best
Magcargo,Air Balloon,Flame Body,Fire,Rock,Ancient Power,Hidden Power Grass,Fire Blast,Stealth Rock,false,best
Delibird,Leftovers,Vital Spirit,Ice,Flying,Icy Wind,Destiny Bond,Spikes,Freeze-Dry,false,best
Liepard,Leftovers,Prankster,Dark,,Play Rough,Thunder Wave,Dark Pulse,U-turn,false,best
Probopass,Air Balloon,Magnet Pull,Rock,Steel,Flash Cannon,Volt Switch,Toxic,Earth Power,true,random
Doublade,Eviolite,No Guard,Steel,Ghost,Shadow Sneak,Swords Dance,Iron Head,Sacred Sword,true,random
Ninjask,Life Orb,Speed Boost,Bug,Flying,X-Scissor,Swords Dance,Night Slash,Aerial Ace,true,random
Aerodactyl,Life Orb,Rock Head,Rock,Flying,Earthquake,Stone Edge,Stealth Rock,Double-Edge,true,random
Swalot,Black Sludge,Sticky Hold,Poison,,Pain Split,Sludge Bomb,Yawn,Earthquake,true,random
Houndoom,Houndoominite,Flash Fire,Dark,Fire,Nasty Plot,Dark Pulse,Taunt,Fire Blast,true,random
Camerupt,Cameruptite,Solid Rock,Fire,Ground,Will-O-Wisp,Earth Power,Fire Blast,Ancient Power,false,best
Kecleon,Leftovers,Protean,Normal,,Shadow Sneak,Drain Punch,Recover,Sucker Punch,false,best
Tornadus,,Prankster,Flying,,Bulk Up,Knock Off,Acrobatics,Superpower,false,best
Deoxys-Defense,Leftovers,Pressure,Psychic,,Toxic,Stealth Rock,Seismic Toss,Recover,false,best
Dodrio,Life Orb,Early Bird,Normal,Flying,Roost,Double-Edge,Brave Bird,Knock Off,false,best
Lunatone,Leftovers,Levitate,Rock,Psychic,Moonlight,Psychic,Calm Mind,Ancient Power,false,best
Jolteon,Choice Specs,Volt Absorb,Electric,,Thunderbolt,Shadow Ball,Hidden Power Ice,Volt Switch,true,best
Cloyster,Leftovers,Skill Link,Water,Ice,Rock Blast,Ice Shard,Hydro Pump,Rapid Spin,true,best
Pinsir,Pinsirite,Moxie,Bug,,Earthquake,Quick Attack,Return,Close Combat,true,best
Zekrom,Lum Berry,Teravolt,Dragon,Electric,Outrage,Hone Claws,Bolt Strike,Substitute,true,best
Ariados,Black Sludge,Sniper,Bug,Poison,Megahorn,Poison Jab,Toxic Spikes,Sticky Web,true,best
Rapidash,Life Orb,Flash Fire,Fire,,Morning Sun,Wild Charge,Drill Run,Flare Blitz,true,best
Blaziken,Blazikenite,Speed Boost,Fire,Fighting,Swords Dance,Stone Edge,High Jump Kick,Flare Blitz,false,random
Raikou,Life Orb,Volt Absorb,Electric,,Calm Mind,Extrasensory,Hidden Power Ice,Thunderbolt,false,random
Delibird,Leftovers,Vital Spirit,Ice,Flying,Icy Wind,Spikes,Destiny Bond,Freeze-Dry,false,random
Mothim,Life Orb,Tinted Lens,Bug,Flying,Energy Ball,Bug Buzz,Quiver Dance,Air Slash,false,random
Shiftry,Life Orb,Early Bird,Grass,Dark,Swords Dance,Sucker Punch,Leaf Blade,Knock Off,false,random
Deoxys-Defense,Leftovers,Pressure,Psychic,,Recover,Toxic,Spikes,Knock Off,false,random
Escavalier,Choice Band,Overcoat,Bug,Steel,Iron Head,Drill Run,Knock Off,Megahorn,true,best
Gigalith,Custap Berry,Sturdy,Rock,,Stealth Rock,Stone Edge,Superpower,Explosion,true,best
Vileplume,Black Sludge,Effect Spore,Grass,Poison,Aromatherapy,Hidden Power Fire,Sludge Bomb,Sleep Powder,true,best
Rayquaza,Assault Vest,Air Lock,Dragon,Flying,Earthquake,Draco Meteor,Extreme Speed,Outrage,true,best
Slowbro,Slowbronite,Regenerator,Water,Psychic,Calm Mind,Slack Off,Psyshock,Scald,true,best
Rotom-Wash,Leftovers,Levitate,Electric,Water,Pain Split,Hydro Pump,Thunderbolt,Will-O-Wisp,true,best
Sylveon,Leftovers,Pixilate,Fairy,,Protect,Wish,Hidden Power Fire,Hyper Voice,false,random
Meowstic,Light Clay,Prankster,Psychic,,Reflect,Psychic,Light Screen,Toxic,false,random
Electivire,Expert Belt,Motor Drive,Electric,,Wild Charge,Flamethrower,Volt Switch,Cross Chop,false,random
Kyurem-Black,Leftovers,Teravolt,Dragon,Ice,Outrage,Roost,Earth Power,Ice Beam,false,random
Stoutland,Choice Band,Intimidate,Normal,,Wild Charge,Superpower,Crunch,Return,false,random
Groudon,Leftovers,Drought,Ground,,Toxic,Lava Plume,Stealth Rock,Earthquake,false,random
Nidoqueen,Life Orb,Sheer Force,Poison,Ground,Sludge Wave,Earth Power,Fire Blast,Stealth Rock,true,best
Drifblim,Sitrus Berry,Unburden,Ghost,Flying,Hex,Substitute,Will-O-Wisp,Acrobatics,true,best
Zygarde,Choice Band,Aura Break,Dragon,Ground,Extreme Speed,Outrage,Earthquake,Stone Edge,true,best
Barbaracle,White Herb,Tough Claws,Rock,Water,Razor Shell,Cross Chop,Stone Edge,Shell Smash,true,best
Watchog,Leftovers,Analytic,Normal,,Substitute,Return,Swords Dance,Knock Off,true,best
Froslass,Leftovers,Cursed Body,Ice,Ghost,Spikes,Shadow Ball,Thunder Wave,Ice Beam,true,best
Keldeo,Focus Sash,Justified,Water,Fighting,Calm Mind,Scald,Secret Sword,Hidden Power Electric,false,random
Banette,Banettite,Cursed Body,Ghost,,Will-O-Wisp,Destiny Bond,Knock Off,Shadow Claw,false,random
Zebstrika,Expert Belt,Motor Drive,Electric,,Overheat,Volt Switch,Hidden Power Grass,Wild Charge,false,random
Sunflora,Life Orb,Chlorophyll,Grass,,Hidden Power Fire,Giga Drain,Earth Power,Sunny Day,false,random
Seviper,Life Orb,Infiltrator,Poison,,Dark Pulse,Earthquake,Poison Jab,Giga Drain,false,random
Aromatisse,Leftovers,Aroma Veil,Fairy,,Protect,Wish,Aromatherapy,Moonblast,false,random
Seaking,Life Orb,Lightning Rod,Water,,Ice Beam,Megahorn,Scald,Knock Off,true,best
Sharpedo,Sharpedonite,Speed Boost,Water,Dark,Crunch,Protect,Ice Fang,Waterfall,true,best
Bronzong,Leftovers,Levitate,Steel,Psychic,Toxic,Earthquake,Gyro Ball,Trick Room,true,best
Ariados,Black Sludge,Sniper,Bug,Poison,Poison Jab,Toxic Spikes,Sucker Punch,Megahorn,true,best
Hariyama,Life Orb,Thick Fat,Fighting,,Close Combat,Bullet Punch,Bulk Up,Ice Punch,true,best
Weavile,Choice Band,Pickpocket,Dark,Ice,Knock Off,Low Kick,Pursuit,Icicle Crash,true,best
Clefable,Life Orb,Magic Guard,Fairy,,Soft-Boiled,Thunder Wave,Moonblast,Fire Blast,false,random
Electivire,Expert Belt,Motor Drive,Electric,,Volt Switch,Cross Chop,Ice Punch,Wild Charge,false,random
Rotom-Heat,Leftovers,Levitate,Electric,Fire,Volt Switch,Overheat,Will-O-Wisp,Pain Split,false,random
Gogoat,Life Orb,Sap Sipper,Grass,,Rock Slide,Leech Seed,Earthquake,Horn Leech,false,random
Victreebel,Life Orb,Chlorophyll,Grass,Poison,Knock Off,Sludge Bomb,Sleep Powder,Power Whip,false,random
Relicanth,Leftovers,Rock Head,Water,Rock,Head Smash,Toxic,Stealth Rock,Waterfall,false,random
